Date,Month,Year,Journal Entry ID,Account,Debit,Credit,Solde,Description,Document Reference,Currency,Supplier/client,Component
2022-03-28,3,2022,,Cash and cash equivalents,,945000.00,-945000.00,,,,Component 2, Supplier A 
2022-03-28,3,2022,,Cash and cash equivalents,1502664.00,,1502664.00,,,,Product A,Client 9
2022-03-28,3,2022,,Cost of goods sold,626216.49,,626216.49,,,,,Product A
2022-03-28,3,2022,,Inventory Finished goods Product A,,626216.49,-626216.49,,,,,Product A
2022-03-28,3,2022,,Sales Revenue,,1050962.00,-1050962.00,,,,Product A,Client 2
2022-03-30,3,2022,,Accounts Payable,1983695.00,,1983695.00,,,,Component 6, Supplier D 
2022-03-30,3,2022,,Cash and cash equivalents,,1983695.00,-1983695.00,,,,Component 6, Supplier D 
2022-03-31,3,2022,,Accounts Receivable,,550988.00,-550988.00,,,,Product B,Client 6
2022-03-31,3,2022,,Administration,802157.00,,802157.00,,,,,
2022-03-31,3,2022,,Cash and cash equivalents,,215645.00,-215645.00,,,,,
2022-03-31,3,2022,,Cash and cash equivalents,550988.00,,550988.00,,,,Product B,Client 6
2022-03-31,3,2022,,Cash and cash equivalents,,1007206.00,-1007206.00,,,,,
2022-03-31,3,2022,,Cash and cash equivalents,,804347.00,-804347.00,,,,,
2022-03-31,3,2022,,Cash and cash equivalents,,802157.00,-802157.00,,,,,
2022-03-31,3,2022,,Cash and cash equivalents,1211408.00,,1211408.00,,,,,
2022-03-31,3,2022,,Cash and cash equivalents,,1206834.00,-1206834.00,,,,,
2022-03-31,3,2022,,Facility,804347.00,,804347.00,,,,,
2022-03-31,3,2022,,Financial Cost,1206834.00,,1206834.00,,,,,
2022-03-31,3,2022,,Financial income,,1211408.00,-1211408.00,,,,,
2022-03-31,3,2022,,Personnel,1007206.00,,1007206.00,,,,,
2022-03-31,3,2022,,Wages payables,215645.00,,215645.00,,,,,
2022-04-01,4,2022,, Cash and Cash Equivalents ,6455000.00,,6455000.00,,,,,
2022-04-01,4,2022,, Intangible Assets ,9045000.00,,9045000.00,,,,,
2022-04-01,4,2022,,"Property, Plant, and Equipment (PPE)",45000000.00,,45000000.00,,,,,
2022-04-01,4,2022,, Share Capital ,,50000000.00,-50000000.00,,,,,
2022-04-01,4,2022,, Short-term Debt ,,10500000.00,-10500000.00,,,,,
2022-04-02,4,2022,,Accounts Receivable,,2014920.00,-2014920.00,,,,Product A,Client 10
2022-04-02,4,2022,,Cash and cash equivalents,2014920.00,,2014920.00,,,,Product A,Client 10
2022-04-06,4,2022,,Accounts Payable,1980000.00,,1980000.00,,,,Component 4, Supplier B 
2022-04-06,4,2022,,Cash and cash equivalents,,1980000.00,-1980000.00,,,,Component 4, Supplier B 
2022-04-07,4,2022,,Accounts Payable,,800000.00,-800000.00,,,,Component 1, Supplier A 
2022-04-07,4,2022,,Accounts Payable,,945000.00,-945000.00,,,,Component 2, Supplier A 
2022-04-07,4,2022,,Accounts Payable,,2375000.00,-2375000.00,,,,Component 3, Supplier A 
2022-04-07,4,2022,,Accounts Payable,,2420000.00,-2420000.00,,,,Component 4, Supplier B 
2022-04-07,4,2022,,Accounts Payable,,935000.00,-935000.00,,,,Component 5, Supplier D 
2022-04-07,4,2022,,Accounts Payable,,2090000.00,-2090000.00,,,,Component 6, Supplier D 
2022-04-07,4,2022,,Raw material inventory,800000.00,,800000.00,,,,Component 1, Supplier A 
2022-04-07,4,2022,,Raw material inventory,945000.00,,945000.00,,,,Component 2, Supplier A 
2022-04-07,4,2022,,Raw material inventory,2375000.00,,2375000.00,,,,Component 3, Supplier A 
2022-04-07,4,2022,,Raw material inventory,2420000.00,,2420000.00,,,,Component 4, Supplier B 
2022-04-07,4,2022,,Raw material inventory,935000.00,,935000.00,,,,Component 5, Supplier D 
2022-04-07,4,2022,,Raw material inventory,2090000.00,,2090000.00,,,,Component 6, Supplier D 
2022-04-08,4,2022,,Accounts Payable,720000.00,,720000.00,,,,Component 5, Supplier D 
2022-04-08,4,2022,,Cash and cash equivalents,,720000.00,-720000.00,,,,Component 5, Supplier D 
2022-04-11,4,2022,,Accounts Receivable,,1115827.00,-1115827.00,,,,Product A,Client 5
2022-04-11,4,2022,,Accounts Receivable,,1827738.00,-1827738.00,,,,Product A,Client 5
2022-04-11,4,2022,,Cash and cash equivalents,1115827.00,,1115827.00,,,,Product A,Client 5
2022-04-11,4,2022,,Cash and cash equivalents,1827738.00,,1827738.00,,,,Product A,Client 5
2022-04-12,4,2022,,Accounts Payable,1900000.00,,1900000.00,,,,Component 3, Supplier A 
2022-04-12,4,2022,,Cash and cash equivalents,,1900000.00,-1900000.00,,,,Component 3, Supplier A 
2022-04-13,4,2022,,Accounts Receivable,,1839104.00,-1839104.00,,,,Product A,Client 9
2022-04-13,4,2022,,Cash and cash equivalents,1839104.00,,1839104.00,,,,Product A,Client 9
2022-04-14,4,2022,,Cost of goods sold,758612.40,,758612.40,,,,Supplier A,Component 1
2022-04-14,4,2022,,Cost of goods sold,989612.88,,989612.88,,,,Supplier A,Component 2
2022-04-14,4,2022,,Cost of goods sold,2277808.23,,2277808.23,,,,Supplier A,Component 3
2022-04-14,4,2022,,Cost of goods sold,1879658.00,,1879658.00,,,,Supplier B,Component 4
2022-04-14,4,2022,,Cost of goods sold,940346.50,,940346.50,,,,Supplier D,Component 5
2022-04-14,4,2022,,Cost of goods sold,2479972.00,,2479972.00,,,,Supplier D,Component 6
2022-04-14,4,2022,,Cost of goods sold,,758612.40,-758612.40,,,,,Component 1
2022-04-14,4,2022,,Cost of goods sold,,989612.88,-989612.88,,,,,Component 2
2022-04-14,4,2022,,Cost of goods sold,,2277808.23,-2277808.23,,,,,Component 3
2022-04-14,4,2022,,Cost of goods sold,,1879658.00,-1879658.00,,,,,Component 4
2022-04-14,4,2022,,Cost of goods sold,,940346.50,-940346.50,,,,,Component 5
2022-04-14,4,2022,,Cost of goods sold,,2479972.00,-2479972.00,,,,,Component 6
2022-04-14,4,2022,,Raw material inventory,,758612.40,-758612.40,,,,Component 1, Supplier A 
2022-04-14,4,2022,,Raw material inventory,,989612.88,-989612.88,,,,Component 2, Supplier A 
2022-04-14,4,2022,,Raw material inventory,,2277808.23,-2277808.23,,,,Component 3, Supplier A 
2022-04-14,4,2022,,Raw material inventory,,1879658.00,-1879658.00,,,,Component 4, Supplier B 
2022-04-14,4,2022,,Raw material inventory,,940346.50,-940346.50,,,,Component 5, Supplier D 
2022-04-14,4,2022,,Raw material inventory,,2479972.00,-2479972.00,,,,Component 6, Supplier D 
2022-04-15,4,2022,,Inventory Finished goods Product A,4050926.21,,4050926.21,,,,,
2022-04-15,4,2022,,Inventory Finished goods Product B,1586229.04,,1586229.04,,,,,
2022-04-15,4,2022,,Inventory Finished goods Product C,3945437.04,,3945437.04,,,,,
2022-04-15,4,2022,,Wages payables,,256582.28,-256582.28,,,,,
2022-04-16,4,2022,,Accounts Receivable,1658016.00,,1658016.00,,,,Product A,Client 9
2022-04-16,4,2022,,Accounts Receivable,,4248900.00,-4248900.00,,,,Product C,Client 1
2022-04-16,4,2022,,Cash and cash equivalents,4248900.00,,4248900.00,,,,Product C,Client 1
2022-04-16,4,2022,,Cost of goods sold,1292684.66,,1292684.66,,,,,Product C
2022-04-16,4,2022,,Cost of goods sold,932609.05,,932609.05,,,,,Product A
2022-04-16,4,2022,,Inventory Finished goods Product A,,932609.05,-932609.05,,,,,Product A
2022-04-16,4,2022,,Inventory Finished goods Product C,,1292684.66,-1292684.66,,,,,Product C
2022-04-16,4,2022,,Sales Revenue,,1466607.00,-1466607.00,,,,Product C,Client 3
2022-04-16,4,2022,,Sales Revenue,,1658016.00,-1658016.00,,,,Product A,Client 9
2022-04-17,4,2022,,Accounts Receivable,1073682.00,,1073682.00,,,,Product B,Client 4
2022-04-17,4,2022,,Accounts Receivable,,2424273.00,-2424273.00,,,,Product C,Client 1
2022-04-17,4,2022,,Accounts Receivable,,1282260.00,-1282260.00,,,,Product A,Client 7
2022-04-17,4,2022,,Cash and cash equivalents,2424273.00,,2424273.00,,,,Product C,Client 1
2022-04-17,4,2022,,Cash and cash equivalents,1282260.00,,1282260.00,,,,Product A,Client 7
2022-04-17,4,2022,,Cost of goods sold,729958.18,,729958.18,,,,,Product B
2022-04-17,4,2022,,Inventory Finished goods Product B,,729958.18,-729958.18,,,,,Product B
2022-04-17,4,2022,,Sales Revenue,,1073682.00,-1073682.00,,,,Product B,Client 4
2022-04-18,4,2022,,Accounts Receivable,558195.00,,558195.00,,,,Product B,Client 6
2022-04-18,4,2022,,Cost of goods sold,407096.69,,407096.69,,,,,Product B
2022-04-18,4,2022,,Inventory Finished goods Product B,,407096.69,-407096.69,,,,,Product B
2022-04-18,4,2022,,Sales Revenue,,558195.00,-558195.00,,,,Product B,Client 6
2022-04-19,4,2022,,Accounts Receivable,440505.00,,440505.00,,,,Product A,Client 7
2022-04-19,4,2022,,Cost of goods sold,345962.48,,345962.48,,,,,Product A
2022-04-19,4,2022,,Inventory Finished goods Product A,,345962.48,-345962.48,,,,,Product A
2022-04-19,4,2022,,Sales Revenue,,440505.00,-440505.00,,,,Product A,Client 7
2022-04-22,4,2022,,Accounts Receivable,671880.00,,671880.00,,,,Product B,Client 8
2022-04-22,4,2022,,Cost of goods sold,449174.18,,449174.18,,,,,Product B
2022-04-22,4,2022,,Inventory Finished goods Product B,,449174.18,-449174.18,,,,,Product B
2022-04-22,4,2022,,Sales Revenue,,671880.00,-671880.00,,,,Product B,Client 8
2022-04-23,4,2022,,Accounts Payable,855000.00,,855000.00,,,,Component 2, Supplier A 
2022-04-23,4,2022,,Accounts Receivable,1250755.00,,1250755.00,,,,Product A,Client 5
2022-04-23,4,2022,,Cash and cash equivalents,,855000.00,-855000.00,,,,Component 2, Supplier A 
2022-04-23,4,2022,,Cost of goods sold,1007699.19,,1007699.19,,,,,Product A
2022-04-23,4,2022,,Inventory Finished goods Product A,,1007699.19,-1007699.19,,,,,Product A
2022-04-23,4,2022,,Sales Revenue,,1250755.00,-1250755.00,,,,Product A,Client 5
2022-04-24,4,2022,,Accounts Receivable,,543344.00,-543344.00,,,,Product B,Client 8
2022-04-24,4,2022,,Accounts Receivable,,446978.00,-446978.00,,,,Product A,Client 7
2022-04-24,4,2022,,Cash and cash equivalents,543344.00,,543344.00,,,,Product B,Client 8
2022-04-24,4,2022,,Cash and cash equivalents,446978.00,,446978.00,,,,Product A,Client 7
2022-04-25,4,2022,,Accounts Payable,1800000.00,,1800000.00,,,,Component 3, Supplier A 
2022-04-25,4,2022,,Cash and cash equivalents,,1800000.00,-1800000.00,,,,Component 3, Supplier A 
2022-04-28,4,2022,,Accounts Receivable,2832624.00,,2832624.00,,,,Product C,Client 1
2022-04-28,4,2022,,Accounts Receivable,,1756304.00,-1756304.00,,,,Product A,Client 7
2022-04-28,4,2022,,Accounts Receivable,,872984.00,-872984.00,,,,Product A,Client 2
2022-04-28,4,2022,,Accounts Receivable,,1348382.00,-1348382.00,,,,Product B,Client 4
2022-04-28,4,2022,,Cash and cash equivalents,1756304.00,,1756304.00,,,,Product A,Client 7
2022-04-28,4,2022,,Cash and cash equivalents,872984.00,,872984.00,,,,Product A,Client 2
2022-04-28,4,2022,,Cash and cash equivalents,1348382.00,,1348382.00,,,,Product B,Client 4
2022-04-28,4,2022,,Cost of goods sold,2652752.38,,2652752.38,,,,,Product C
2022-04-28,4,2022,,Inventory Finished goods Product C,,2652752.38,-2652752.38,,,,,Product C
2022-04-28,4,2022,,Sales Revenue,,2832624.00,-2832624.00,,,,Product C,Client 1
2022-04-29,4,2022,,Accounts Receivable,1429818.00,,1429818.00,,,,Product A,Client 2
2022-04-29,4,2022,,Accounts Receivable,1096316.00,,1096316.00,,,,Product A,Client 10
2022-04-29,4,2022,,Cost of goods sold,918233.26,,918233.26,,,,,Product A
2022-04-29,4,2022,,Cost of goods sold,846422.21,,846422.21,,,,,Product A
2022-04-29,4,2022,,Inventory Finished goods Product A,,918233.26,-918233.26,,,,,Product A
2022-04-29,4,2022,,Inventory Finished goods Product A,,846422.21,-846422.21,,,,,Product A
2022-04-29,4,2022,,Sales Revenue,,1429818.00,-1429818.00,,,,Product A,Client 2
2022-04-29,4,2022,,Sales Revenue,,1096316.00,-1096316.00,,,,Product A,Client 10
2022-04-30,4,2022,,Accounts Payable,1020000.00,,1020000.00,,,,Component 5, Supplier D 
2022-04-30,4,2022,,Administration,794483.00,,794483.00,,,,,
2022-04-30,4,2022,,Cash and cash equivalents,,1020000.00,-1020000.00,,,,Component 5, Supplier D 
2022-04-30,4,2022,,Cash and cash equivalents,,256582.28,-256582.28,,,,,
2022-04-30,4,2022,,Cash and cash equivalents,,1048028.00,-1048028.00,,,,,
2022-04-30,4,2022,,Cash and cash equivalents,,797542.00,-797542.00,,,,,
2022-04-30,4,2022,,Cash and cash equivalents,,794483.00,-794483.00,,,,,
2022-04-30,4,2022,,Cash and cash equivalents,1214453.00,,1214453.00,,,,,
2022-04-30,4,2022,,Cash and cash equivalents,,1204994.00,-1204994.00,,,,,
2022-04-30,4,2022,,Facility,797542.00,,797542.00,,,,,
2022-04-30,4,2022,,Financial Cost,1204994.00,,1204994.00,,,,,
2022-04-30,4,2022,,Financial income,,1214453.00,-1214453.00,,,,,
2022-04-30,4,2022,,Personnel,1048028.00,,1048028.00,,,,,
2022-04-30,4,2022,,Wages payables,256582.28,,256582.28,,,,,
2022-05-01,5,2022,,Accounts Payable,,720000.00,-720000.00,,,,Component 1, Supplier A 
2022-05-01,5,2022,,Accounts Payable,,945000.00,-945000.00,,,,Component 2, Supplier A 
2022-05-01,5,2022,,Accounts Payable,,2200000.00,-2200000.00,,,,Component 3, Supplier A 
2022-05-01,5,2022,,Accounts Payable,,2200000.00,-2200000.00,,,,Component 4, Supplier B 
2022-05-01,5,2022,,Accounts Payable,,1071000.00,-1071000.00,,,,Component 5, Supplier D 
2022-05-01,5,2022,,Accounts Payable,,2470000.00,-2470000.00,,,,Component 6, Supplier D 
2022-05-01,5,2022,,Accounts Payable,2192505.00,,2192505.00,,,,Component 6, Supplier D 
2022-05-01,5,2022,,Cash and cash equivalents,,2192505.00,-2192505.00,,,,Component 6, Supplier D 
2022-05-01,5,2022,, Cash and Cash Equivalents ,6455000.00,,6455000.00,,,,,
2022-05-01,5,2022,, Intangible Assets ,9045000.00,,9045000.00,,,,,
2022-05-01,5,2022,,"Property, Plant, and Equipment (PPE)",45000000.00,,45000000.00,,,,,
2022-05-01,5,2022,,Raw material inventory,720000.00,,720000.00,,,,Component 1, Supplier A 
2022-05-01,5,2022,,Raw material inventory,945000.00,,945000.00,,,,Component 2, Supplier A 
2022-05-01,5,2022,,Raw material inventory,2200000.00,,2200000.00,,,,Component 3, Supplier A 
2022-05-01,5,2022,,Raw material inventory,2200000.00,,2200000.00,,,,Component 4, Supplier B 
2022-05-01,5,2022,,Raw material inventory,1071000.00,,1071000.00,,,,Component 5, Supplier D 
2022-05-01,5,2022,,Raw material inventory,2470000.00,,2470000.00,,,,Component 6, Supplier D 
2022-05-01,5,2022,, Share Capital ,,50000000.00,-50000000.00,,,,,
2022-05-01,5,2022,, Short-term Debt ,,10500000.00,-10500000.00,,,,,
2022-05-04,5,2022,,Accounts Payable,855000.00,,855000.00,,,,Component 5, Supplier D 
2022-05-04,5,2022,,Accounts Receivable,,372166.00,-372166.00,,,,Product A,Client 10
2022-05-04,5,2022,,Cash and cash equivalents,,855000.00,-855000.00,,,,Component 5, Supplier D 
2022-05-04,5,2022,,Cash and cash equivalents,372166.00,,372166.00,,,,Product A,Client 10
2022-03-16,3,2022,,Accounts Receivable,1217721.00,,1217721.00,,,,Product C,Client 3
2022-05-05,5,2022,,Cash and cash equivalents,1217721.00,,1217721.00,,,,Product C,Client 3
2022-05-08,5,2022,,Cost of goods sold,661583.20,,661583.20,,,,Supplier A,Component 1
2022-05-08,5,2022,,Cost of goods sold,957947.76,,957947.76,,,,Supplier A,Component 2
2022-05-08,5,2022,,Cost of goods sold,2363213.31,,2363213.31,,,,Supplier A,Component 3
2022-05-08,5,2022,,Cost of goods sold,1875578.00,,1875578.00,,,,Supplier B,Component 4
2022-05-08,5,2022,,Cost of goods sold,1080370.00,,1080370.00,,,,Supplier D,Component 5
2022-05-08,5,2022,,Cost of goods sold,2306429.00,,2306429.00,,,,Supplier D,Component 6
2022-05-08,5,2022,,Cost of goods sold,,661583.20,-661583.20,,,,,Component 1
2022-05-08,5,2022,,Cost of goods sold,,957947.76,-957947.76,,,,,Component 2
2022-05-08,5,2022,,Cost of goods sold,,2363213.31,-2363213.31,,,,,Component 3
2022-05-08,5,2022,,Cost of goods sold,,1875578.00,-1875578.00,,,,,Component 4
2022-05-08,5,2022,,Cost of goods sold,,1080370.00,-1080370.00,,,,,Component 5
2022-05-08,5,2022,,Cost of goods sold,,2306429.00,-2306429.00,,,,,Component 6
2022-05-08,5,2022,,Raw material inventory,,661583.20,-661583.20,,,,Component 1, Supplier A 
2022-05-08,5,2022,,Raw material inventory,,957947.76,-957947.76,,,,Component 2, Supplier A 
2022-05-08,5,2022,,Raw material inventory,,2363213.31,-2363213.31,,,,Component 3, Supplier A 
2022-05-08,5,2022,,Raw material inventory,,1875578.00,-1875578.00,,,,Component 4, Supplier B 
2022-05-08,5,2022,,Raw material inventory,,1080370.00,-1080370.00,,,,Component 5, Supplier D 
2022-05-08,5,2022,,Raw material inventory,,2306429.00,-2306429.00,,,,Component 6, Supplier D 
2022-05-09,5,2022,,Accounts Receivable,3776886.00,,3776886.00,,,,Product C,Client 1
2022-05-09,5,2022,,Cost of goods sold,3472739.78,,3472739.78,,,,,Product C
2022-05-09,5,2022,,Inventory Finished goods Product A,3829096.64,,3829096.64,,,,,
2022-05-09,5,2022,,Inventory Finished goods Product B,1995966.76,,1995966.76,,,,,
2022-05-09,5,2022,,Inventory Finished goods Product C,3656849.28,,3656849.28,,,,,
2022-05-09,5,2022,,Inventory Finished goods Product C,,3472739.78,-3472739.78,,,,,Product C
2022-05-09,5,2022,,Sales Revenue,,3776886.00,-3776886.00,,,,Product C,Client 1
2022-05-09,5,2022,,Wages payables,,236791.42,-236791.42,,,,,
2022-05-10,5,2022,,Accounts Receivable,567120.00,,567120.00,,,,Product A,Client 5
2022-05-10,5,2022,,Accounts Receivable,1392341.00,,1392341.00,,,,Product B,Client 8
2022-05-10,5,2022,,Accounts Receivable,,1025715.00,-1025715.00,,,,Product A,Client 2
2022-05-10,5,2022,,Cash and cash equivalents,1025715.00,,1025715.00,,,,Product A,Client 2
2022-05-10,5,2022,,Cost of goods sold,506414.53,,506414.53,,,,,Product A
2022-05-10,5,2022,,Cost of goods sold,1016220.14,,1016220.14,,,,,Product B
2022-05-10,5,2022,,Inventory Finished goods Product A,,506414.53,-506414.53,,,,,Product A
2022-05-10,5,2022,,Inventory Finished goods Product B,,1016220.14,-1016220.14,,,,,Product B
2022-05-10,5,2022,,Sales Revenue,,567120.00,-567120.00,,,,Product A,Client 5
2022-05-10,5,2022,,Sales Revenue,,1392341.00,-1392341.00,,,,Product B,Client 8
2022-05-11,5,2022,,Accounts Payable,945000.00,,945000.00,,,,Component 2, Supplier A 
2022-05-11,5,2022,,Accounts Receivable,846009.00,,846009.00,,,,Product B,Client 4
2022-05-11,5,2022,,Cash and cash equivalents,,945000.00,-945000.00,,,,Component 2, Supplier A 
2022-05-11,5,2022,,Cost of goods sold,527983.18,,527983.18,,,,,Product B
2022-05-11,5,2022,,Inventory Finished goods Product B,,527983.18,-527983.18,,,,,Product B
2022-05-11,5,2022,,Sales Revenue,,846009.00,-846009.00,,,,Product B,Client 4
2022-05-12,5,2022,,Accounts Receivable,902070.00,,902070.00,,,,Product A,Client 2
2022-05-12,5,2022,,Accounts Receivable,,1005360.00,-1005360.00,,,,Product B,Client 8
2022-05-12,5,2022,,Cash and cash equivalents,1005360.00,,1005360.00,,,,Product B,Client 8
2022-05-12,5,2022,,Cost of goods sold,594838.84,,594838.84,,,,,Product A
2022-05-12,5,2022,,Inventory Finished goods Product A,,594838.84,-594838.84,,,,,Product A
2022-05-12,5,2022,,Sales Revenue,,902070.00,-902070.00,,,,Product A,Client 2
2022-05-13,5,2022,,Accounts Payable,935000.00,,935000.00,,,,Component 5, Supplier D 
2022-05-13,5,2022,,Cash and cash equivalents,,935000.00,-935000.00,,,,Component 5, Supplier D 
2022-05-15,5,2022,,Accounts Payable,2090000.00,,2090000.00,,,,Component 6, Supplier D 
2022-05-15,5,2022,,Cash and cash equivalents,,2090000.00,-2090000.00,,,,Component 6, Supplier D 
2022-05-16,5,2022,,Accounts Receivable,,3772578.00,-3772578.00,,,,Product C,Client 1
2022-05-16,5,2022,,Cash and cash equivalents,3772578.00,,3772578.00,,,,Product C,Client 1
2022-05-17,5,2022,,Accounts Payable,760000.00,,760000.00,,,,Component 1, Supplier A 
2022-05-17,5,2022,,Cash and cash equivalents,,760000.00,-760000.00,,,,Component 1, Supplier A 
2022-05-17,5,2022,,Cash and cash equivalents,273400.00,,273400.00,,,,Product C,Client 3
2022-04-16,4,2022,,Accounts Receivable,1466607.00,,1466607.00,,,,Product C,Client 3
2022-05-18,5,2022,,Accounts Receivable,713388.00,,713388.00,,,,Product B,Client 6
2022-05-18,5,2022,,Cost of goods sold,184109.50,,184109.50,,,,,Product C
2022-05-18,5,2022,,Cost of goods sold,451763.44,,451763.44,,,,,Product B
2022-05-18,5,2022,,Inventory Finished goods Product B,,451763.44,-451763.44,,,,,Product B
2022-05-18,5,2022,,Inventory Finished goods Product C,,184109.50,-184109.50,,,,,Product C
2022-05-18,5,2022,,Sales Revenue,,173788.00,-173788.00,,,,Product C,Client 3
2022-05-18,5,2022,,Sales Revenue,,713388.00,-713388.00,,,,Product B,Client 6
2022-05-19,5,2022,,Accounts Receivable,,585872.00,-585872.00,,,,Product B,Client 6
2022-05-19,5,2022,,Cash and cash equivalents,585872.00,,585872.00,,,,Product B,Client 6
2022-05-23,5,2022,,Accounts Receivable,,1402960.00,-1402960.00,,,,Product B,Client 8
2022-05-23,5,2022,,Cash and cash equivalents,1402960.00,,1402960.00,,,,Product B,Client 8
2022-05-25,5,2022,,Accounts Receivable,933504.00,,933504.00,,,,Product A,Client 7
2022-05-25,5,2022,,Accounts Receivable,1233648.00,,1233648.00,,,,Product A,Client 9
2022-05-25,5,2022,,Accounts Receivable,1338336.00,,1338336.00,,,,Product A,Client 10
2022-05-25,5,2022,,Cost of goods sold,817727.86,,817727.86,,,,,Product A
2022-05-25,5,2022,,Cost of goods sold,1065127.32,,1065127.32,,,,,Product A
2022-05-25,5,2022,,Cost of goods sold,844988.09,,844988.09,,,,,Product A
2022-05-25,5,2022,,Inventory Finished goods Product A,,817727.86,-817727.86,,,,,Product A
2022-05-25,5,2022,,Inventory Finished goods Product A,,1065127.32,-1065127.32,,,,,Product A
2022-05-25,5,2022,,Inventory Finished goods Product A,,844988.09,-844988.09,,,,,Product A
2022-05-25,5,2022,,Sales Revenue,,933504.00,-933504.00,,,,Product A,Client 7
2022-05-25,5,2022,,Sales Revenue,,1233648.00,-1233648.00,,,,Product A,Client 9
2022-05-25,5,2022,,Sales Revenue,,1338336.00,-1338336.00,,,,Product A,Client 10
2022-05-27,5,2022,,Accounts Payable,3300000.00,,3300000.00,,,,Component 6, Supplier D 
2022-05-27,5,2022,,Cash and cash equivalents,,3300000.00,-3300000.00,,,,Component 6, Supplier D 
2022-05-28,5,2022,,Accounts Receivable,,421857.00,-421857.00,,,,Product A,Client 5
2022-05-28,5,2022,,Cash and cash equivalents,421857.00,,421857.00,,,,Product A,Client 5
2022-05-31,5,2022,,Administration,784197.00,,784197.00,,,,,
2022-05-31,5,2022,,Cash and cash equivalents,,236791.42,-236791.42,,,,,
2022-05-31,5,2022,,Cash and cash equivalents,,900412.00,-900412.00,,,,,
2022-05-31,5,2022,,Cash and cash equivalents,,791922.00,-791922.00,,,,,
2022-05-31,5,2022,,Cash and cash equivalents,,784197.00,-784197.00,,,,,
2022-05-31,5,2022,,Cash and cash equivalents,1201645.00,,1201645.00,,,,,
2022-05-31,5,2022,,Cash and cash equivalents,,1229227.00,-1229227.00,,,,,
2022-05-31,5,2022,,Facility,791922.00,,791922.00,,,,,
2022-05-31,5,2022,,Financial Cost,1229227.00,,1229227.00,,,,,
2022-05-31,5,2022,,Financial income,,1201645.00,-1201645.00,,,,,
2022-05-31,5,2022,,Personnel,900412.00,,900412.00,,,,,
2022-05-31,5,2022,,Wages payables,236791.42,,236791.42,,,,,
2022-06-01,6,2022,,Accounts Payable,2000000.00,,2000000.00,,,,Component 3, Supplier A 
2022-06-01,6,2022,,Accounts Receivable,,483771.00,-483771.00,,,,Product B,Client 6
2022-06-01,6,2022,,Cash and cash equivalents,,2000000.00,-2000000.00,,,,Component 3, Supplier A 
2022-06-01,6,2022,,Cash and cash equivalents,483771.00,,483771.00,,,,Product B,Client 6
2022-06-01,6,2022,, Cash and Cash Equivalents ,6455000.00,,6455000.00,,,,,
2022-06-01,6,2022,, Intangible Assets ,9045000.00,,9045000.00,,,,,
2022-06-01,6,2022,,"Property, Plant, and Equipment (PPE)",45000000.00,,45000000.00,,,,,
2022-06-01,6,2022,, Share Capital ,,50000000.00,-50000000.00,,,,,
2022-06-01,6,2022,, Short-term Debt ,,10500000.00,-10500000.00,,,,,
2022-06-02,6,2022,,Accounts Payable,2375000.00,,2375000.00,,,,Component 3, Supplier A 
2022-06-02,6,2022,,Cash and cash equivalents,,2375000.00,-2375000.00,,,,Component 3, Supplier A 
2022-06-03,6,2022,,Accounts Receivable,,1050962.00,-1050962.00,,,,Product A,Client 2
2022-06-03,6,2022,,Cash and cash equivalents,1050962.00,,1050962.00,,,,Product A,Client 2
2022-06-04,6,2022,,Accounts Payable,2470000.00,,2470000.00,,,,Component 6, Supplier D 
2022-06-04,6,2022,,Cash and cash equivalents,,2470000.00,-2470000.00,,,,Component 6, Supplier D 
2022-06-05,6,2022,,Accounts Payable,,800000.00,-800000.00,,,,Component 1, Supplier A 
2022-06-05,6,2022,,Accounts Payable,,810000.00,-810000.00,,,,Component 2, Supplier A 
2022-06-05,6,2022,,Accounts Payable,,2210000.00,-2210000.00,,,,Component 3, Supplier A 
2022-06-05,6,2022,,Accounts Payable,,2420000.00,-2420000.00,,,,Component 4, Supplier B 
2022-06-05,6,2022,,Accounts Payable,,884000.00,-884000.00,,,,Component 5, Supplier D 
2022-06-05,6,2022,,Accounts Payable,,1870000.00,-1870000.00,,,,Component 6, Supplier D 
2022-06-05,6,2022,,Raw material inventory,800000.00,,800000.00,,,,Component 1, Supplier A 
2022-06-05,6,2022,,Raw material inventory,810000.00,,810000.00,,,,Component 2, Supplier A 
2022-06-05,6,2022,,Raw material inventory,2210000.00,,2210000.00,,,,Component 3, Supplier A 
2022-06-05,6,2022,,Raw material inventory,2420000.00,,2420000.00,,,,Component 4, Supplier B 
2022-06-05,6,2022,,Raw material inventory,884000.00,,884000.00,,,,Component 5, Supplier D 
2022-06-05,6,2022,,Raw material inventory,1870000.00,,1870000.00,,,,Component 6, Supplier D 
2022-06-06,6,2022,,Accounts Payable,800000.00,,800000.00,,,,Component 1, Supplier A 
2022-06-06,6,2022,,Cash and cash equivalents,,800000.00,-800000.00,,,,Component 1, Supplier A 
2022-06-10,6,2022,,Accounts Receivable,,3776886.00,-3776886.00,,,,Product C,Client 1
2022-06-10,6,2022,,Cash and cash equivalents,3776886.00,,3776886.00,,,,Product C,Client 1
2022-06-12,6,2022,,Cost of goods sold,563456.80,,563456.80,,,,Supplier A,Component 1
2022-06-12,6,2022,,Cost of goods sold,838781.94,,838781.94,,,,Supplier A,Component 2
2022-06-12,6,2022,,Cost of goods sold,1794753.06,,1794753.06,,,,Supplier A,Component 3
